Order_Hour,Day_of_Week,Is_Weekend,Is_Festival,Weather,Pickup_Zone,Dropoff_Zone,Vehicle_Type,Rider_Experience_Years,Rider_Rating,Restaurant_Rating,Cuisine_Type,Order_Items,Restaurant_Load,Preparation_Time_Min,Road_Distance_km,Delivery_Distance_Category,Traffic_Level,Number_of_Signals,Average_Speed_kmph,Delivery_Priority,Time_taken_min
12,Monday,0,0,Clear,CBD,Industrial,Bicycle,8.9,4.4,4.7,North Indian,2,Low,25,27.27,Long,Low,14,17.4,Normal,123
8,Monday,0,1,Clear,CBD,Commercial,Bike,2.6,3.7,4.3,North Indian,4,Low,30,13.0,Long,High,18,28.0,Normal,71
23,Thursday,0,1,Clear,Residential,CBD,Electric Scooter,2.6,3.6,4.4,Chinese,6,Low,31,15.96,Long,Low,10,30.8,Normal,68
18,Tuesday,0,0,Storm,Suburban,Residential,Scooter,9.7,4.1,4.3,South Indian,1,Low,12,19.24,Long,Moderate,6,20.8,Normal,74
6,Tuesday,0,1,Clear,Residential,Residential,Electric Scooter,4.3,4.1,4.5,South Indian,3,High,23,11.68,Long,Low,8,31.3,Normal,54
18,Wednesday,0,0,Cloudy,Residential,Suburban,Bicycle,3.4,4.0,4.3,North Indian,1,High,31,13.58,Long,Low,8,16.0,Priority,85
19,Thursday,0,0,Clear,Residential,Commercial,Bike,8.5,4.6,4.3,Bakery,1,Medium,6,11.31,Long,Low,8,45.6,Normal,26
15,Tuesday,0,0,Rain,Commercial,Suburban,Electric Scooter,2.9,3.9,4.2,Cafe,4,Medium,19,9.22,Long,Low,13,25.3,Normal,52
18,Sunday,1,0,Rain,CBD,Industrial,Bike,4.0,3.9,4.1,North Indian,7,Medium,40,19.87,Long,Severe,15,17.2,Priority,117
18,Saturday,1,0,Clear,Commercial,Commercial,Bike,2.2,3.9,4.4,North Indian,3,Medium,33,28.51,Long,Moderate,13,35.2,Normal,87
20,Saturday,1,0,Clear,Residential,Suburban,Scooter,4.8,4.3,4.0,Desserts,5,Medium,18,45.41,Long,Moderate,8,29.2,Normal,116
19,Tuesday,0,0,Rain,Industrial,Residential,Electric Scooter,6.5,4.2,3.8,North Indian,3,High,32,34.15,Long,Moderate,6,21.5,Normal,132
13,Friday,0,0,Fog,Commercial,Residential,Scooter,9.1,4.3,4.1,Pizza,2,Low,22,12.1,Long,Low,12,32.6,Priority,47
3,Sunday,1,0,Clear,Industrial,Industrial,Bike,4.0,4.1,4.5,Bakery,2,High,16,20.02,Long,Low,5,43.7,Priority,45
12,Thursday,0,0,Clear,CBD,Commercial,Bicycle,6.2,4.0,4.5,Biryani,1,High,31,17.18,Long,Low,15,17.0,Priority,99
13,Monday,0,0,Clear,Industrial,CBD,Scooter,12.2,4.6,4.0,Desserts,3,Medium,9,38.88,Long,Low,6,38.1,Normal,76
17,Wednesday,0,0,Clear,Residential,Suburban,Bike,1.6,3.6,4.7,Chinese,1,High,24,14.37,Long,Low,8,42.7,Normal,47
19,Monday,0,0,Fog,CBD,CBD,Scooter,5.0,4.0,4.2,North Indian,5,High,41,17.72,Long,Moderate,18,25.8,VIP,90
7,Saturday,1,0,Clear,Industrial,CBD,Bike,1.3,3.7,4.1,South Indian,3,Low,20,5.46,Medium,Low,6,42.5,Normal,32
13,Sunday,1,0,Clear,Commercial,Suburban,Bike,1.7,3.8,4.4,Biryani,2,High,37,27.09,Long,Low,12,42.7,Normal,78
11,Saturday,1,0,Clear,CBD,Commercial,Bicycle,6.2,4.0,4.2,North Indian,3,High,33,24.28,Long,Moderate,16,13.9,Normal,145
19,Friday,0,0,Rain,Residential,Industrial,Bike,15.0,4.7,4.5,South Indian,1,High,22,34.73,Long,Moderate,6,32.5,Normal,90
13,Wednesday,0,0,Fog,Industrial,CBD,Bike,8.5,4.6,4.1,Burger,1,High,17,4.83,Medium,Low,4,40.1,VIP,26
12,Sunday,1,0,Clear,Residential,Residential,Bike,2.1,3.9,4.4,Chinese,3,Low,21,20.82,Long,Low,10,42.9,Priority,53
7,Monday,0,0,Clear,Residential,Residential,Bike,1.6,3.5,4.4,Bakery,2,High,15,37.48,Long,Low,9,42.7,Normal,75
6,Sunday,1,1,Rain,Industrial,Residential,Bike,3.6,3.8,3.9,Chinese,7,High,38,19.4,Long,High,8,23.2,Normal,99
22,Saturday,1,0,Rain,CBD,Residential,Electric Scooter,4.3,4.0,5.0,Biryani,2,Low,32,21.13,Long,High,16,16.7,Normal,118
7,Friday,0,0,Clear,Residential,Suburban,Electric Scooter,8.1,4.4,4.1,Burger,3,Medium,19,44.0,Long,Low,10,32.4,Normal,107
3,Friday,0,0,Clear,CBD,Commercial,Bike,8.6,4.3,4.5,South Indian,1,Low,16,35.69,Long,Low,18,45.6,VIP,68
6,Wednesday,0,0,Clear,CBD,Commercial,Scooter,11.6,4.4,4.2,North Indian,3,Medium,31,20.84,Long,Low,14,37.9,Normal,74
22,Monday,0,0,Fog,CBD,CBD,Scooter,2.6,3.9,4.3,Chinese,3,High,27,21.56,Long,Low,14,30.7,Normal,78
8,Thursday,0,0,Clear,Residential,Residential,Bike,1.9,3.4,3.7,Bakery,1,High,14,24.41,Long,Low,7,42.8,Normal,55
19,Wednesday,0,0,Rain,Commercial,Residential,Scooter,1.2,3.6,3.9,Biryani,1,High,36,15.02,Long,Moderate,14,23.1,Normal,82
4,Thursday,0,0,Cloudy,CBD,CBD,Bike,1.8,3.8,4.8,Pizza,4,Medium,28,12.89,Long,Low,16,41.5,Normal,53
21,Sunday,1,0,Storm,Commercial,CBD,Scooter,5.5,4.0,4.2,Bakery,3,High,14,44.88,Long,High,10,15.9,Priority,180
17,Tuesday,0,0,Clear,Commercial,Commercial,Bike,0.4,3.7,3.8,Pizza,1,High,23,19.33,Long,Low,11,42.2,Normal,59
9,Monday,0,0,Clear,CBD,Industrial,Scooter,2.7,3.9,4.1,North Indian,7,Medium,40,18.07,Long,Moderate,14,28.6,Normal,81
16,Wednesday,0,0,Clear,Industrial,Suburban,Scooter,2.8,3.8,4.0,North Indian,5,Medium,36,36.97,Long,Low,8,35.0,Normal,108
20,Wednesday,0,0,Clear,Residential,Commercial,Electric Scooter,3.8,3.8,4.8,Biryani,4,Low,32,25.46,Long,Low,9,31.1,Normal,86
20,Monday,0,0,Clear,Residential,CBD,Scooter,1.2,3.6,4.3,Burger,1,High,18,32.51,Long,Low,9,34.4,Normal,75
10,Saturday,1,0,Cloudy,Industrial,CBD,Scooter,4.9,4.2,3.8,North Indian,1,High,25,24.58,Long,Moderate,8,28.4,Normal,77
8,Saturday,1,0,Cloudy,Industrial,Industrial,Bike,4.7,3.9,4.4,Desserts,2,Medium,12,46.78,Long,Moderate,5,35.0,Normal,98
17,Thursday,0,0,Clear,Residential,Residential,Electric Scooter,0.4,3.6,4.2,North Indian,6,Medium,40,12.02,Long,Low,7,30.1,Normal,66
19,Sunday,1,0,Fog,Residential,Residential,Electric Scooter,1.0,3.4,3.9,Pizza,6,High,32,21.99,Long,Moderate,9,21.9,Priority,99
18,Tuesday,0,0,Cloudy,CBD,Commercial,Bicycle,12.1,4.4,4.3,North Indian,1,Low,22,31.4,Long,Moderate,14,14.3,Normal,158
14,Monday,0,0,Clear,Industrial,Suburban,Bike,8.8,4.2,4.3,Biryani,2,Low,30,37.89,Long,Low,5,45.7,Normal,86
20,Saturday,1,0,Clear,Industrial,Commercial,Bike,1.2,3.8,4.5,North Indian,1,Low,22,19.11,Long,Moderate,6,34.9,Priority,55
18,Thursday,0,0,Cloudy,CBD,Residential,Bike,4.0,4.2,4.1,North Indian,1,Medium,24,17.69,Long,Moderate,14,34.7,Priority,61
12,Tuesday,0,0,Clear,CBD,Industrial,Bike,0.6,3.5,4.5,Chinese,3,High,26,45.94,Long,Low,14,42.3,Priority,98
4,Thursday,0,0,Cloudy,Residential,CBD,Scooter,6.5,4.4,4.4,North Indian,1,Low,27,39.94,Long,Low,7,35.1,Normal,98
8,Tuesday,0,0,Cloudy,Residential,Suburban,Bike,3.4,3.7,4.2,Desserts,3,Low,11,27.15,Long,Low,10,42.1,Normal,56
5,Saturday,1,0,Rain,Residential,CBD,Scooter,1.2,3.6,4.3,Chinese,1,Low,17,23.27,Long,Moderate,8,23.1,Normal,84
7,Friday,0,0,Clear,Residential,Commercial,Scooter,2.8,3.9,4.4,South Indian,1,High,24,21.85,Long,Low,10,35.0,Priority,63
19,Tuesday,0,0,Rain,CBD,Suburban,Scooter,4.5,3.9,4.8,Pizza,3,Medium,29,32.93,Long,High,14,18.9,Normal,141
18,Sunday,1,0,Clear,CBD,Residential,Electric Scooter,6.2,4.2,4.1,North Indian,4,Medium,35,34.23,Long,High,17,20.7,Normal,138
14,Monday,0,0,Cloudy,Commercial,Suburban,Electric Scooter,1.8,3.9,3.8,North Indian,2,Low,25,19.58,Long,Low,10,29.6,Normal,68
21,Thursday,0,0,Clear,CBD,Suburban,Bicycle,6.3,4.3,4.6,Cafe,2,Low,8,15.84,Long,Moderate,18,13.9,Normal,80
17,Tuesday,0,0,Clear,Residential,Residential,Scooter,5.4,3.9,4.4,North Indian,1,Low,26,23.48,Long,Low,9,35.8,Priority,70
8,Wednesday,0,0,Rain,Residential,Commercial,Bicycle,3.3,4.0,4.1,North Indian,2,Medium,31,30.17,Long,Moderate,10,11.1,Normal,180
18,Saturday,1,0,Cloudy,Industrial,Industrial,Bicycle,1.3,3.8,3.8,South Indian,3,Medium,20,11.85,Long,Moderate,7,12.9,Normal,73
15,Monday,0,0,Clear,Residential,Commercial,Bike,2.8,3.6,4.0,Desserts,5,Medium,19,33.59,Long,Low,10,43.2,Normal,70
18,Saturday,1,0,Cloudy,Residential,Residential,Bike,3.7,3.9,4.4,North Indian,6,Medium,40,27.25,Long,Moderate,10,34.6,Normal,91
11,Sunday,1,1,Clear,Residential,Residential,Scooter,0.9,3.6,4.9,Chinese,1,Medium,17,27.25,Long,Moderate,9,28.1,VIP,82
16,Friday,0,0,Cloudy,Suburban,CBD,Bike,2.5,3.9,4.8,Pizza,1,Medium,23,11.46,Long,Low,6,41.8,Priority,42
20,Thursday,0,0,Rain,Suburban,Industrial,Bike,2.8,4.2,3.8,Burger,4,High,20,29.56,Long,Moderate,5,29.0,VIP,83
15,Tuesday,0,0,Clear,Residential,CBD,Scooter,5.6,4.2,4.6,Cafe,4,Medium,17,48.87,Long,Low,7,35.9,Normal,104
10,Monday,0,0,Clear,Suburban,Residential,Bike,7.3,4.5,4.2,Pizza,3,High,31,29.22,Long,Low,3,45.1,Normal,73
10,Wednesday,0,0,Clear,CBD,Residential,Scooter,2.2,3.3,4.2,Chinese,4,Low,24,18.54,Long,Moderate,17,28.5,Priority,68
21,Monday,0,0,Clear,Commercial,Residential,Bike,2.3,4.0,3.9,Biryani,2,High,35,7.76,Long,Low,10,43.0,Normal,51
22,Friday,0,0,Rain,CBD,Commercial,Bike,9.1,4.4,4.1,North Indian,3,High,34,21.39,Long,Moderate,16,30.8,Normal,89
9,Tuesday,0,0,Clear,Commercial,Suburban,Bike,2.1,3.7,4.1,Burger,4,Medium,21,36.68,Long,Low,13,42.9,Normal,80
7,Wednesday,0,0,Cloudy,Commercial,Industrial,Scooter,5.2,3.9,4.2,Burger,3,Low,10,31.72,Long,Low,13,34.7,Normal,69
21,Friday,0,0,Clear,Industrial,Commercial,Electric Scooter,3.5,4.1,3.9,Burger,2,High,18,26.76,Long,Low,6,31.0,Normal,72
19,Tuesday,0,0,Clear,Residential,Suburban,Bike,1.9,3.6,4.5,South Indian,2,High,26,5.51,Medium,Low,6,42.8,Priority,34
14,Friday,0,0,Clear,Residential,CBD,Bike,2.7,3.8,4.4,Bakery,1,Low,6,35.98,Long,Low,9,43.1,Normal,61
7,Sunday,1,0,Clear,Residential,CBD,Scooter,2.9,4.0,4.2,Pizza,1,Low,16,28.08,Long,Low,8,35.0,Normal,66
13,Thursday,0,0,Cloudy,Residential,Commercial,Scooter,5.3,4.0,4.7,North Indian,4,High,36,52.69,Long,Low,8,34.7,Normal,132
7,Tuesday,0,0,Cloudy,Industrial,Residential,Bike,3.1,3.7,4.5,Bakery,1,High,10,19.26,Long,Low,4,42.0,Priority,42
18,Thursday,0,0,Clear,Commercial,CBD,Electric Scooter,0.4,3.8,3.4,Desserts,3,Low,9,49.17,Long,Low,13,30.1,Normal,115
15,Tuesday,0,0,Clear,CBD,CBD,Bike,5.2,4.0,4.2,Biryani,1,High,36,46.98,Long,Low,15,44.2,Normal,107
8,Wednesday,0,0,Cloudy,Suburban,CBD,Bicycle,4.0,4.1,4.2,North Indian,1,High,30,28.86,Long,Low,6,16.1,Normal,141
8,Sunday,1,0,Clear,Industrial,Commercial,Bike,2.5,3.9,3.8,North Indian,5,High,37,4.98,Medium,Moderate,4,35.3,Priority,48
12,Wednesday,0,0,Rain,Residential,Residential,Bike,2.0,3.9,4.4,Bakery,2,Low,8,36.72,Long,Low,7,35.1,Normal,78
18,Saturday,1,0,Cloudy,Suburban,Residential,Electric Scooter,3.1,3.9,3.6,North Indian,1,Low,24,1.1,Short,Moderate,3,24.6,Normal,28
7,Tuesday,0,0,Clear,CBD,CBD,Bike,6.6,4.3,4.2,North Indian,2,Medium,30,47.97,Long,Low,17,44.8,Normal,97
23,Thursday,0,0,Clear,Residential,Residential,Bicycle,3.3,4.0,4.4,Biryani,2,High,34,4.88,Medium,Low,6,16.5,Normal,51
13,Sunday,1,0,Clear,Residential,Residential,Scooter,3.1,3.7,4.3,Biryani,3,Low,32,9.55,Long,Low,10,35.1,Normal,53
8,Sunday,1,0,Cloudy,Commercial,CBD,Scooter,5.3,4.0,3.7,Desserts,1,High,11,20.01,Long,Moderate,12,28.5,Normal,57
10,Thursday,0,0,Clear,Residential,Industrial,Bike,0.8,3.4,3.9,Burger,2,High,20,8.55,Long,Low,8,42.3,Priority,36
12,Friday,0,1,Cloudy,CBD,CBD,Scooter,1.3,3.9,4.4,North Indian,6,Low,35,13.7,Long,Moderate,15,27.4,Normal,77
23,Wednesday,0,0,Clear,Industrial,Commercial,Scooter,3.3,4.0,4.3,Burger,4,Low,15,35.51,Long,Low,6,35.1,Priority,74
15,Thursday,0,0,Rain,Commercial,Residential,Electric Scooter,3.5,4.1,4.6,Cafe,2,High,19,37.95,Long,Low,10,25.5,Normal,115
15,Monday,0,0,Clear,CBD,Commercial,Electric Scooter,3.8,3.7,4.2,Biryani,2,High,36,20.12,Long,Low,17,31.1,Normal,83
5,Friday,0,0,Cloudy,CBD,Commercial,Bike,1.6,4.2,4.2,North Indian,2,High,31,45.13,Long,Low,14,41.4,Priority,99
10,Tuesday,0,0,Clear,CBD,Residential,Bike,0.6,3.6,3.8,Pizza,3,Medium,26,29.71,Long,Moderate,18,34.6,Normal,80
2,Monday,0,0,Clear,CBD,Residential,Scooter,4.6,3.8,4.4,Bakery,1,Medium,9,6.37,Medium,Low,14,35.6,Priority,25
19,Monday,0,0,Rain,Residential,Commercial,Scooter,6.1,4.2,3.6,Chinese,1,Low,17,6.15,Medium,Moderate,6,24.3,Normal,37
23,Thursday,0,0,Fog,CBD,Commercial,Bike,3.2,4.0,4.0,North Indian,4,High,37,13.86,Long,Low,16,38.1,Normal,61
19,Wednesday,0,0,Cloudy,Residential,Residential,Bike,8.6,4.3,4.6,Chinese,1,Low,20,41.82,Long,Low,7,44.2,Normal,87
19,Wednesday,0,0,Cloudy,Suburban,Residential,Bike,5.2,3.9,4.6,Pizza,1,Low,18,37.28,Long,Low,6,42.9,Normal,71
17,Sunday,1,0,Cloudy,Residential,Residential,Bike,4.7,4.0,4.4,North Indian,2,Low,26,43.71,Long,Low,9,42.7,Normal,88
20,Thursday,0,0,Cloudy,Industrial,Commercial,Scooter,4.7,3.9,4.5,Bakery,1,High,13,27.45,Long,Low,7,34.5,Normal,63
13,Monday,0,0,Cloudy,Commercial,Industrial,Bike,7.9,4.6,4.0,Desserts,2,High,17,46.62,Long,Low,14,44.0,Normal,84
19,Sunday,1,0,Fog,Commercial,Residential,Bicycle,3.4,3.9,4.2,South Indian,5,High,32,5.54,Medium,Moderate,14,11.9,Normal,63
6,Saturday,1,0,Clear,Residential,CBD,Electric Scooter,2.3,3.8,4.5,South Indian,1,High,25,12.76,Long,Low,10,30.7,Normal,55
15,Thursday,0,0,Storm,Residential,Suburban,Bike,3.5,3.6,3.9,Burger,1,Medium,12,24.23,Long,Low,7,29.6,Normal,72
13,Tuesday,0,0,Rain,Residential,Commercial,Bicycle,3.0,4.1,4.8,Biryani,6,Low,37,24.39,Long,Low,9,13.5,Normal,154
14,Friday,0,0,Rain,Industrial,Industrial,Bike,4.7,3.6,3.9,Burger,3,High,15,15.6,Long,Low,8,36.1,Normal,47
12,Sunday,1,0,Storm,Commercial,Residential,Scooter,0.1,3.6,4.8,Burger,2,Medium,18,10.12,Long,Moderate,10,19.0,Normal,59
4,Sunday,1,0,Clear,CBD,CBD,Scooter,14.8,4.7,3.6,Biryani,2,Medium,33,6.22,Medium,Moderate,16,32.0,Priority,50
13,Thursday,0,0,Cloudy,Residential,Residential,Bike,3.3,4.0,4.7,North Indian,3,High,36,44.53,Long,Low,6,42.1,Normal,107
22,Friday,0,0,Cloudy,Suburban,Residential,Electric Scooter,1.4,3.9,4.3,Chinese,4,Low,23,56.62,Long,Low,3,29.5,Normal,142
18,Wednesday,0,0,Clear,CBD,Suburban,Bicycle,10.3,4.3,4.3,Biryani,3,Medium,32,31.88,Long,Moderate,17,14.5,Normal,167
21,Saturday,1,0,Clear,Commercial,Suburban,Bike,0.9,3.7,3.8,Bakery,4,Medium,19,37.73,Long,Moderate,13,34.7,Normal,92
19,Friday,0,1,Cloudy,Industrial,Suburban,Bike,4.6,3.8,3.8,Burger,2,Medium,17,44.29,Long,Moderate,4,34.9,Priority,99
9,Tuesday,0,0,Rain,Residential,Commercial,Bike,4.8,3.7,3.9,South Indian,3,Low,21,29.31,Long,Moderate,6,29.6,Normal,84
11,Friday,0,0,Clear,Industrial,Residential,Bike,2.4,3.6,3.5,Pizza,1,High,24,27.18,Long,Low,8,43.0,Priority,69
12,Friday,0,0,Rain,CBD,Commercial,Electric Scooter,2.3,3.8,4.3,Biryani,2,Medium,33,16.74,Long,Moderate,16,20.6,Normal,91
17,Sunday,1,1,Clear,Residential,Commercial,Bicycle,3.6,3.9,3.8,Bakery,2,Low,7,22.18,Long,Moderate,6,13.6,Normal,117
9,Wednesday,0,0,Clear,Industrial,Residential,Scooter,3.1,3.8,4.8,Chinese,1,Medium,22,34.31,Long,Low,6,35.1,Normal,86
9,Monday,0,0,Clear,CBD,Residential,Bike,3.4,3.9,3.6,North Indian,1,Medium,25,33.65,Long,Moderate,14,35.6,Normal,83
7,Monday,0,0,Clear,Commercial,Residential,Electric Scooter,14.4,5.0,4.1,Cafe,5,High,20,9.76,Long,Low,14,34.3,Normal,38
8,Sunday,1,0,Clear,Residential,CBD,Bike,15.0,4.9,4.5,South Indian,4,High,26,32.31,Long,Moderate,6,39.6,Normal,79
11,Thursday,0,0,Clear,Residential,Industrial,Bike,3.8,4.0,4.4,Bakery,2,High,14,34.64,Long,Low,10,43.6,Normal,67
13,Monday,0,0,Clear,Industrial,Residential,Scooter,1.8,3.7,4.1,Burger,3,Medium,17,11.59,Long,Low,8,34.6,Normal,39
21,Saturday,1,0,Rain,Residential,Commercial,Bike,3.6,4.0,4.2,Pizza,3,Low,23,25.86,Long,High,9,23.2,Normal,98
19,Tuesday,0,0,Clear,Residential,CBD,Bike,8.7,4.5,4.0,Desserts,3,Medium,12,43.22,Long,Low,8,45.7,Normal,75
7,Wednesday,0,0,Cloudy,Residential,Commercial,Electric Scooter,3.3,3.9,4.4,North Indian,4,Medium,34,23.88,Long,Low,6,30.1,Normal,79
23,Saturday,1,0,Clear,CBD,Residential,Bike,7.3,4.5,4.5,Biryani,2,Low,29,17.71,Long,Moderate,14,37.0,Normal,65
7,Monday,0,0,Clear,Suburban,Residential,Bike,1.1,3.5,4.1,Chinese,2,Low,18,13.39,Long,Low,2,42.5,Normal,36
21,Thursday,0,0,Clear,Industrial,CBD,Electric Scooter,0.7,3.6,4.8,Chinese,4,Medium,27,51.15,Long,Low,5,30.2,Normal,131
20,Friday,0,0,Clear,Commercial,Residential,Bike,7.6,4.2,3.5,Biryani,4,Medium,34,36.31,Long,Low,14,45.2,Normal,92
12,Friday,0,0,Cloudy,Residential,CBD,Electric Scooter,4.3,4.0,4.1,Biryani,1,Medium,32,30.77,Long,Low,8,30.4,Normal,97
18,Thursday,0,0,Rain,CBD,Suburban,Bike,3.2,3.9,4.4,Bakery,3,Medium,15,25.74,Long,High,15,23.1,Normal,93
23,Wednesday,0,0,Rain,Residential,Commercial,Bicycle,5.3,4.0,4.9,Chinese,1,Medium,19,46.2,Long,Low,9,13.8,Normal,180
12,Wednesday,0,1,Rain,Residential,Industrial,Bike,0.3,4.1,3.5,Chinese,3,Medium,26,43.1,Long,Moderate,9,28.3,Normal,129
13,Monday,0,0,Clear,Commercial,Residential,Bike,3.3,3.9,3.4,Desserts,5,Low,13,14.87,Long,Low,10,43.4,Normal,35
7,Thursday,0,0,Clear,Residential,Industrial,Bicycle,5.4,4.0,4.4,Pizza,4,High,30,21.77,Long,Low,6,16.9,Normal,112
14,Thursday,0,0,Rain,Residential,CBD,Electric Scooter,3.6,4.0,4.6,South Indian,3,Low,24,34.15,Long,Low,6,25.5,Normal,113
7,Sunday,1,1,Fog,Residential,Commercial,Bike,7.2,3.9,3.4,Biryani,6,Low,38,7.95,Long,Moderate,8,32.5,Normal,61
20,Wednesday,0,1,Clear,Industrial,Suburban,Scooter,1.1,3.6,4.3,Desserts,1,High,16,14.51,Long,Moderate,4,28.2,Normal,58
8,Thursday,0,0,Clear,Commercial,Residential,Electric Scooter,3.5,4.1,4.0,Cafe,5,High,20,21.48,Long,Low,14,31.0,Normal,66
6,Thursday,0,0,Clear,Suburban,Residential,Scooter,3.5,4.0,4.2,Pizza,1,Medium,21,23.18,Long,Low,3,35.2,Priority,61
8,Monday,0,0,Rain,Commercial,Commercial,Electric Scooter,12.6,4.5,4.0,Pizza,6,Low,29,31.16,Long,Moderate,12,22.7,Normal,122
0,Tuesday,0,0,Clear,Commercial,Residential,Scooter,6.8,4.0,3.8,Bakery,2,Medium,9,51.37,Long,Low,14,36.3,Normal,100
11,Saturday,1,0,Rain,CBD,Industrial,Bike,9.4,4.3,4.8,Pizza,1,Medium,20,14.9,Long,High,14,24.5,Normal,67
18,Tuesday,0,0,Cloudy,Residential,Commercial,Bike,4.2,3.6,4.3,North Indian,2,High,29,15.94,Long,Low,7,42.5,Normal,57
21,Saturday,1,1,Rain,Residential,Industrial,Scooter,1.3,3.9,4.1,Pizza,5,High,34,13.72,Long,Severe,7,13.6,Normal,103
13,Tuesday,0,0,Clear,Residential,Commercial,Scooter,3.4,4.3,4.0,Desserts,1,Medium,8,45.14,Long,Low,10,35.2,Normal,86
14,Thursday,0,0,Rain,Residential,Residential,Bike,5.5,4.2,4.3,Burger,7,High,26,22.44,Long,Low,6,36.3,Normal,67
6,Tuesday,0,0,Cloudy,Industrial,Commercial,Bike,1.2,3.6,3.7,North Indian,5,High,36,17.59,Long,Low,6,41.2,Priority,66
21,Monday,0,0,Cloudy,Suburban,Residential,Bike,3.4,3.5,5.0,Biryani,2,Medium,35,33.02,Long,Low,6,42.1,Priority,83
13,Tuesday,0,1,Cloudy,Residential,Commercial,Scooter,6.1,4.2,4.1,Biryani,2,Low,27,42.44,Long,Low,10,35.0,Normal,108
7,Saturday,1,0,Fog,Suburban,Commercial,Bike,6.6,4.0,4.5,North Indian,1,Low,23,23.82,Long,Low,3,39.4,Normal,61
8,Saturday,1,0,Clear,Industrial,CBD,Bike,4.9,3.6,4.4,Burger,5,Low,16,3.04,Medium,Moderate,6,36.1,Priority,20
19,Thursday,0,0,Clear,Residential,CBD,Scooter,1.4,3.6,3.9,North Indian,1,High,29,35.11,Long,Low,9,34.5,Normal,95
7,Tuesday,0,0,Rain,CBD,Commercial,Bike,0.6,3.9,4.0,Biryani,4,Low,33,50.18,Long,Moderate,15,28.4,Normal,150
5,Thursday,0,0,Clear,Industrial,CBD,Scooter,3.8,3.9,4.5,Pizza,1,Medium,16,11.8,Long,Low,5,35.3,Normal,42
19,Friday,0,1,Clear,Residential,Residential,Bicycle,4.4,3.8,5.0,Biryani,1,High,33,30.46,Long,Moderate,6,13.7,Normal,168
19,Tuesday,0,0,Clear,CBD,Residential,Bike,8.6,4.2,3.6,Biryani,1,Medium,34,41.27,Long,Moderate,17,37.4,Normal,109
18,Tuesday,0,0,Clear,Residential,Suburban,Bike,9.7,4.3,3.4,Biryani,3,Low,33,35.16,Long,Low,10,46.1,Normal,82
22,Friday,0,0,Cloudy,Industrial,Industrial,Bike,2.1,3.8,3.8,Chinese,6,Medium,34,17.77,Long,Low,6,41.6,Normal,61
9,Friday,0,0,Clear,Commercial,CBD,Bike,4.1,4.0,3.8,North Indian,4,Low,29,3.16,Medium,Low,13,43.7,Normal,39
14,Sunday,1,0,Clear,Commercial,Industrial,Bike,2.3,3.6,4.2,Bakery,1,High,14,56.55,Long,Low,11,43.0,Normal,93
11,Sunday,1,0,Clear,Residential,Residential,Scooter,2.0,3.7,3.4,Bakery,1,High,10,36.77,Long,Low,7,34.7,Normal,76
10,Saturday,1,0,Cloudy,Suburban,Residential,Electric Scooter,0.6,3.5,4.1,Biryani,2,Low,29,33.74,Long,Moderate,5,24.0,Priority,110
21,Monday,0,0,Rain,Commercial,Commercial,Bike,2.9,3.9,3.9,Chinese,4,Medium,24,14.63,Long,Moderate,10,29.1,Normal,55
7,Sunday,1,0,Clear,CBD,Residential,Electric Scooter,1.0,3.4,4.1,North Indian,6,Medium,35,25.92,Long,Moderate,18,24.8,Priority,102
13,Wednesday,0,0,Clear,Suburban,Suburban,Scooter,9.8,4.3,4.5,Desserts,4,Medium,15,37.53,Long,Low,4,37.3,Normal,77
11,Monday,0,0,Clear,Industrial,Industrial,Electric Scooter,6.1,3.8,4.0,North Indian,2,Medium,27,43.94,Long,Low,8,31.8,Normal,112
13,Tuesday,0,0,Rain,Residential,Suburban,Bike,9.4,4.3,4.1,North Indian,2,High,31,39.66,Long,Low,8,37.7,Normal,101
12,Tuesday,0,0,Clear,Residential,Residential,Electric Scooter,1.0,3.4,4.6,Chinese,3,Low,22,53.13,Long,Low,9,30.3,Normal,129
17,Wednesday,0,0,Fog,CBD,Residential,Scooter,1.2,3.7,4.2,Biryani,5,High,41,31.4,Long,Low,17,30.3,Normal,109
14,Friday,0,0,Clear,Suburban,CBD,Scooter,1.5,3.6,4.1,Biryani,4,Low,29,11.18,Long,Low,5,34.5,Normal,54
20,Thursday,0,0,Rain,CBD,Industrial,Scooter,1.8,4.0,4.5,South Indian,1,Low,19,8.21,Long,High,16,18.4,Normal,53
18,Saturday,1,0,Rain,CBD,Residential,Bike,4.9,4.0,4.2,Biryani,3,Low,31,30.72,Long,Severe,17,17.3,Normal,146
6,Tuesday,0,0,Clear,CBD,CBD,Bike,5.7,4.3,4.2,North Indian,1,High,31,22.63,Long,Low,17,44.4,Normal,70
6,Thursday,0,0,Clear,Commercial,Suburban,Bicycle,12.1,4.4,4.2,Biryani,4,High,41,20.38,Long,Low,13,17.9,Priority,110
8,Sunday,1,1,Rain,Residential,Residential,Bike,4.0,4.2,3.4,Bakery,3,High,17,24.3,Long,Severe,10,17.2,Normal,114
22,Sunday,1,1,Fog,CBD,Suburban,Bike,2.8,3.8,4.2,North Indian,1,High,31,17.38,Long,High,14,24.7,Normal,86
19,Wednesday,0,0,Clear,Commercial,Industrial,Electric Scooter,2.6,4.0,3.8,Pizza,3,Medium,29,30.2,Long,Low,11,30.8,Normal,90
